909.48,1128.67,0,0
909.486,1128.67,0,0
909.5,1128.67,0,0
909.51,1128.67,0,0
909.522,1128.67,0,0
909.612,1128.67,0,0
909.69,1128.67,0,0
909.786,1128.67,0,0
909.9,1128.67,0,0
909.986,1128.67,0,0
910.182,1128.67,0,0
910.35,1128.67,0,0
910.472,1128.67,0,0
910.74,1128.67,0,0.0068832121
910.961,1128.67,0,0
911.201,1128.67,0,0.0058930519
911.459,1128.67,0,0.005496897
911.641,1128.67,0,0
912.131,1128.67,0,0
912.34,1128.67,0,0
912.781,1128.67,0,0
913.131,1128.67,0,0.0040789043
913.375,1128.68,0,0.0079058528
913.885,1128.68,0,0.0074412636
914.288,1128.68,0,0.0075738912
914.707,1128.69,0,0.0068493876
915.144,1128.69,0,0.0102800766
915.445,1128.69,0,0.0132376417
916.231,1128.7,0,0.0124729082
916.724,1128.71,0,0.0178782802
917.235,1128.72,0,0.022936768
917.763,1128.73,0,0.0280052041
918.125,1128.74,0,0.0300891272
918.87,1128.77,0,0.0318108945
919.449,1128.79,0,0.0305251105
919.845,1128.8,0,0.030276052
920.659,1128.82,0,0.0312281291
921.289,1128.84,0,0.0304095697
921.936,1128.86,0,0.0321651964
922.6,1128.88,0,0.0335162558
923.052,1128.9,0,0.0308469492
923.977,1128.93,0,0.0360904419
924.691,1128.96,0,0.0395716756
925.176,1128.98,0,0.036764488
926.167,1129.01,0,0.0376132416
926.931,1129.04,0,0.0408626956
927.71,1129.07,0,0.0400319189
928.506,1129.11,0,0.0392163266
929.046,1129.13,0,0.0368861375
930.145,1129.17,0,0.0431939319
930.706,1129.19,0,0.0426293179
931.274,1129.22,0,0.0455167906
932.43,1129.27,0,0.0494765936
933.316,1129.32,0,0.0503864338
933.615,1129.33,0,0.0517418565
934.829,1129.4,0,0.055476512
935.757,1129.45,0,0.0576672493
936.701,1129.51,0,0.0600571286
937.66,1129.56,0,0.0635544194
937.984,1129.59,0,0.0647454321
938.964,1129.65,0,0.0667087529
940.293,1129.74,0,0.0728137401
941.309,1129.82,0,0.0747924199
942.339,1129.9,0,0.0795449515
943.034,1129.95,0,0.0829280977
943.736,1130.01,0,0.0862424779
945.158,1130.14,0,0.090451514
945.879,1130.21,0,0.0936468627
946.606,1130.27,0,0.095758013
947.708,1130.38,0,0.1026749274
948.824,1130.5,0,0.1063914315
949.576,1130.58,0,0.1095963796
950.717,1130.71,0,0.1136225051
951.869,1130.84,0,0.1159811431
952.646,1130.93,0,0.120118097
953.823,1131.08,0,0.1211806534
954.616,1131.17,0,0.1227687285
955.414,1131.28,0,0.1267119509
957.027,1131.48,0,0.1299655937
957.842,1131.59,0,0.1313829756
958.663,1131.7,0,0.1326273953
959.077,1131.75,0,0.1322505787
960.744,1131.98,0,0.1374907553
962.009,1132.16,0,0.1408089753
962.434,1132.22,0,0.1404197668
963.714,1132.4,0,0.1461212339
965.008,1132.59,0,0.1489788615
965.441,1132.66,0,0.1507859754
967.182,1132.93,0,0.1560689125
968.054,1133.07,0,0.1587335067
968.925,1133.2,0,0.1605708148
969.795,1133.35,0,0.1646760037
971.095,1133.57,0,0.1691632452
972.394,1133.79,0,0.1760339084
972.826,1133.87,0,0.177754803
974.556,1134.19,0,0.1867380127
975.42,1134.35,0,0.1918186661
976.287,1134.53,0,0.1978784493
977.149,1134.7,0,0.2036886504
978.443,1134.97,0,0.213663207
979.303,1135.16,0,0.2194908614
980.161,1135.36,0,0.225377857
981.447,1135.66,0,0.2343348867
982.302,1135.86,0,0.2384940063
983.155,1136.07,0,0.2452868277
984.012,1136.29,0,0.2504634743
985.294,1136.62,0,0.2598795256
986.146,1136.85,0,0.2661173324
987,1137.09,0,0.2712974696
988.269,1137.45,0,0.2802108661
989.116,1137.69,0,0.2847120702
989.958,1137.94,0,0.2904960914
990.804,1138.19,0,0.2959851519
992.068,1138.59,0,0.3039438532
992.909,1138.85,0,0.3082268912
993.75,1139.12,0,0.3124488427
995.009,1139.53,0,0.3195418608
995.847,1139.81,0,0.3247097807
996.684,1140.1,0,0.3299056259
997.101,1140.24,0,0.3315357634
998.771,1140.82,0,0.337831166
999.603,1141.11,0,0.342554027
1000.02,1141.26,0,0.3441754378
1001.68,1141.86,0,0.3507326398
1002.51,1142.17,0,0.3550383671
1002.92,1142.32,0,0.3564608104
1003.75,1142.63,0,0.3594645221
1004.99,1143.1,0,0.3622849742
1005.82,1143.41,0,0.3656726582
1006.64,1143.73,0,0.3676256817
1007.88,1144.2,0,0.3692924711
1008.7,1144.53,0,0.371905229
1009.52,1144.85,0,0.3725806714
1009.93,1145.01,0,0.3731391768
1011.58,1145.65,0,0.3764238864
1012.4,1145.98,0,0.3775792944
1012.81,1146.14,0,0.3772616445
1014.04,1146.63,0,0.3779859561
1014.87,1146.95,0,0.3772616445
1015.69,1147.28,0,0.3802671014
1016.1,1147.44,0,0.3800384633
1017.74,1148.1,0,0.3801396924
1018.56,1148.43,0,0.3800646432
1018.97,1148.59,0,0.3810647169
1020.2,1149.08,0,0.382040356
1021.02,1149.41,0,0.3827629223
1021.84,1149.74,0,0.3823248446
1022.66,1150.07,0,0.3829636351
1023.89,1150.57,0,0.3823510246
1024.71,1150.89,0,0.3813230256
1025.53,1151.22,0,0.3835238858
1026.76,1151.72,0,0.3809111279
1027.58,1152.04,0,0.3800384633
1027.99,1152.21,0,0.3800384633
1028.81,1152.54,0,0.3820665359
1030.04,1153.03,0,0.3831783106
1030.86,1153.36,0,0.3849463292
1031.67,1153.69,0,0.3845326861
1032.49,1154.02,0,0.3848189201
1033.72,1154.52,0,0.3869988364
1034.54,1154.85,0,0.3874683299
1034.94,1155.02,0,0.3884422237
1035.76,1155.36,0,0.3906169039
1036.99,1155.86,0,0.3932593324
1037.81,1156.2,0,0.3932593324
1038.62,1156.54,0,0.3947027197
1039.85,1157.05,0,0.3970013183
1040.66,1157.39,0,0.3992231224
1041.47,1157.74,0,0.4009579797
1041.88,1157.91,0,0.401389076
